pc-011-support-scheduling-for-custom-reports,papercut-core,changelogs/db.changelog-pc-011-support-scheduling-for-custom-reports.yaml,2024-12-15 11:40:20.423031,18,EXECUTED,8:dd8ab8ee2d7fdc46b90643f1f702566e,addColumn tableName=tbl_scheduled_report,Extend tbl_scheduled_report to support scheduling for custom reports.,,4.3.5,,,4230420293
pc-012-support-for-high-availability,papercut-core,changelogs/db.changelog-pc-012-support-for-high-availability.yaml,2024-12-15 11:40:20.428915,19,EXECUTED,8:29b35767dbb52cfe5841d59e49d2589d,createTable tableName=tbl_ha_active_server,New table for high availability,,4.3.5,,,4230420293
pc-013-gsuite-multidomain-qualified-group-names,papercut-core,changelogs/db.changelog-pc-013-gsuite-multidomain-qualified-group-names.yaml,2024-12-15 11:40:20.440918,20,EXECUTED,8:769c5b68fe44fc89cee0b591e6114397,customChange,Convert GSuite multi-domain groups to qualified names,,4.3.5,,,4230420293
pc-014-encode-user-card-pins,papercut-core,changelogs/db.changelog-pc-014-encode-user-card-pins.yaml,2024-12-15 11:40:20.454845,21,EXECUTED,8:4efafcbb9a4beb82618118cc62335729,customChange,Convert user card PINs from encrypted to hash encoded.,,4.3.5,,,4230420293
pc-015-add-server-patch-version,papercut-core,changelogs/db.changelog-pc-015-add-server-patch-version,2024-12-15 11:40:20.457297,22,EXECUTED,8:02b58ff766e1ab139aa5c28f3d88799b,addColumn tableName=tbl_server,Adding patch_version to tbl_server,,4.3.5,,,4230420293
pc-016-add-scan-to-fax-enabled-attributes,papercut-core,changelogs/db.changelog-pc-016-add-scan-to-fax-enabled-attributes.yaml,2024-12-15 11:40:20.460207,23,EXECUTED,8:9b10cfff0b61b627660a4fdeec8bd2c5,customChange,Add device attributes for scan-to-fax on tbl_printer_attribute if missing,,4.3.5,,,4230420293
pc-017-print-and-device-script,papercut-core,changelogs/db.changelog-pc-017-print-and-device-script.yaml,2024-12-15 11:40:20.461282,24,EXECUTED,8:dee28fae62678fdeaca60d8a07236d45,customChange,Enable printer scripts and device scripts for server upgrades.,,4.3.5,,,4230420293
pc-017-scheduled-report-locale,papercut-core,changelogs/db.changelog-pc-017-scheduled-report-locale,2024-12-15 11:40:20.463292,25,EXECUTED,8:c09b8206f75341167161054d103fce8f,addColumn tableName=tbl_scheduled_report,Extend tbl_scheduled_report with a locale.,,4.3.5,,,4230420293
pc-018-tick-docproc-pdfa-checkbox,papercut-core,changelogs/db.changelog-pc-018-tick-docproc-pdfa-checkbox.yaml,2024-12-15 11:40:20.464449,26,EXECUTED,8:3eb551c8217a6a717aa112f992e65c0c,customChange,Tick the PDF/A checkbox if DocProc is enabled for releases before v22.0.3,,4.3.5,,,4230420293
pc-019-fujibusiness-to-fujifilm,papercut-core,changelogs/db.changelog-pc-019-fujibusiness-to-fujifilm.yaml,2024-12-15 11:40:20.467588,27,EXECUTED,8:2522871700c6b8b049869283b89f6428,customChange,Upgrade Fujifilm Business devices from pre-22.0.5 to Fujifilm V7 devices,,4.3.5,,,4230420293
pc-021-rename-slave-and-master,papercut-core,changelogs/db.changelog-pc-021-rename-slave-and-master.yaml,2024-12-15 11:40:20.473111,28,EXECUTED,8:b5ca6dfb319d1f1524087a71e73677b6,update tableName=tbl_printer_attribute; update tableName=tbl_server; update tableName=tbl_server; update tableName=tbl_server; update tableName=tbl_server; update tableName=tbl_server; update tableName=tbl_server; update tableName=tbl_server; upda...,Rename database items containing 'slave' and 'master' in the name.,,4.3.5,,,4230420293
pc-021-unify-log_id-column-type-to-bigint,papercut-core,changelogs/db.changelog-pc-021-support-for-large-payloads.yaml,2024-12-15 11:40:20.531299,29,EXECUTED,8:74e1b66596fd8faacb7acec10ccd945e,"createTable tableName=tbl_job_log_journal_temp; sql; dropTable tableName=tbl_job_log_journal; renameTable newTableName=tbl_job_log_journal, oldTableName=tbl_job_log_journal_temp; addPrimaryKey tableName=tbl_job_log_journal; createIndex indexName=i...",Unifying log_id column type of tbl_job_log_journal to bigint,,4.3.5,,,4230420293
pc-021-adding-joined-table-for-segmented-payloads,papercut-core,changelogs/db.changelog-pc-021-support-for-large-payloads.yaml,2024-12-15 11:40:20.56683,30,EXECUTED,8:0a2e31872537dd3dddbfa47bf0348c6c,"createTable tableName=tbl_job_log_journal_payload; addPrimaryKey tableName=tbl_job_log_journal_payload; addForeignKeyConstraint baseTableName=tbl_job_log_journal_payload, constraintName=fk_tbl_job_log_journal_payload, referencedTableName=tbl_job_l...",Supporting payloads greater than 4000 by creating a new joined table with a segmented payload,,4.3.5,,,4230420293
pc-022-postgre-drop-custom-view,papercut-core,changelogs/db.changelog-pc-022-extend-internal-user-name.yaml,2024-12-15 11:40:20.569103,31,EXECUTED,8:d698ff9efffd2b42198d5e48b11d6edb,dropView viewName=vw_user_print_logs,Drop the custom view from the PostgreSQL database,,4.3.5,,,4230420293
pc-022-extend-internal-user-name,papercut-core,changelogs/db.changelog-pc-022-extend-internal-user-name.yaml,2024-12-15 11:40:20.584897,32,EXECUTED,8:62612637563ede390ec79d7553fe436f,"modifyDataType columnName=created_by, tableName=tbl_account; modifyDataType columnName=modified_by, tableName=tbl_account; modifyDataType columnName=created_by, tableName=tbl_account_group; modifyDataType columnName=modified_by, tableName=tbl_acco...",Extend internal user name fields from 50 to 255 characters,,4.3.5,,,4230420293
pc-022-postgre-create-custom-view,papercut-core,changelogs/db.changelog-pc-022-extend-internal-user-name.yaml,2024-12-15 11:40:20.593654,33,EXECUTED,8:4c62aca26a4e7a2bbc43305a53cbe43d,createView viewName=vw_user_print_logs,Recreate the custom view in the PostgreSQL database,,4.3.5,,,4230420293
pc-023-revert-fujifilm-admin-login,papercut-core,changelogs/db.changelog-pc-023-revert-fujifilm-admin-login.yaml,2024-12-15 11:40:20.596664,34,EXECUTED,8:5163d074bd88642a312730a4f59b1035,update tableName=tbl_printer_attribute; update tableName=tbl_printer_attribute,Update force reinstall config key for Fujifilm devices on upgrade,,4.3.5,,,4230420293
pc-024-add-application-properties,papercut-core,changelogs/db.changelog-pc-024-add-application-properties.yaml,2024-12-15 11:40:20.624889,35,EXECUTED,8:35fce9428ef69148edf860663ee07c6e,"createTable tableName=tbl_application_property; createIndex indexName=idx_property_name, tableName=tbl_application_property",New table for generic application properties,,4.3.5,,,4230420293
pc-025-add-scan-action-id-column-to-printer-usage-log-table,papercut-core,changelogs/db.changelog-pc-025-add-scan-job-attributes.yaml,2024-12-15 11:40:20.62694,36,EXECUTED,8:770a89acc9ba4b9628292d902a23375c,addColumn tableName=tbl_printer_usage_log,New column for scan action id in tbl_printer_usage_log,,4.3.5,,,4230420293
