"printer_id","attrib_value","modified_ticks","propagate","attrib_name"
1004,N,1733645664069,Y,override-no-popup-charge-personal
1004,N,1733645664069,Y,filter.document-size.active
1004,N,1733645664069,Y,override-user-level-settings
1004,N,1733645664069,Y,filter.duplicate-doc.active
1004,"0.0",1733645664069,Y,cost.pst.a4.grayscale.simplex
1004,N,1733645664069,Y,redirect.target-overrides-settings
1004,N,1733645664069,Y,filter.maxcopies.active
1004,N,1733645664069,Y,filter.colormode.active
1004,Y,1733645664069,Y,cost.pst.a3.enabled
1004,N,1733645664069,Y,snmpv3.enabled
1004,"",1733645664069,Y,charge-rates
1004,"127.0.0.1",1733647504254,N,server.remote-address
1004,N,1733645664069,Y,filter.maxcost.active
1004,"0.0",1733645664069,Y,cost.pst.default.color.simplex
1004,"0.0",1733645664069,Y,cost.pst.a3.grayscale.simplex
1004,"0.0",1733645664069,Y,cost.pst.a3.color.simplex
1004,DISABLED,1733645664069,Y,release-station.mode
1004,Y,1733645664069,Y,cost.pst.default.enabled
1004,N,1733645664070,Y,script.enabled
1004,N,1733645664069,Y,filter.docnames.active
1004,N,1733645664069,Y,hw-check.enabled
1004,"",1733645664069,Y,redirect.compatible-queues
1004,"0.0",1733645664069,Y,cost.pst.a3.color.duplex
1004,"0.0",1733645664069,Y,cost.pst.a4.grayscale.duplex
1004,"0.0",1733645664069,Y,cost.pst.default.grayscale.simplex
1004,N,1733645664069,Y,filter.pages.active
1004,N,1733645664069,Y,charge-rates.user-must-select
1004,N,1733645664069,Y,filter.convert-to-duplex.active
1004,"0.0",1733645664069,Y,cost.pst.a3.grayscale.duplex
1004,"0.0",1733645664069,Y,cost.pst.default.grayscale.duplex
1004,N,1733645664069,Y,filter.papersize.active
1004,N,1733645664069,Y,override-no-popup-charge-shared
1004,Y,1733645664069,Y,cost.pst.a4.enabled
1004,N,1733645664069,Y,unauthenticated
1004,"0.0",1733645664069,Y,cost.pst.default.color.duplex
1004,N,1733645664069,Y,filter.allowed-color-groups.active
1004,"",1733645664069,Y,filter.allowed-color-groups.value
1004,Y,1733645664069,Y,filter.restricted-only
1004,N,1733645664069,Y,filter.duplexmode.active
1004,"15",1733645664082,N,server.env-version
1004,WIN,1733645664082,N,server.spooler-type
1004,"0.07",1733645666774,Y,toner.magenta
1004,"0.22",1733645666774,Y,toner.black
1004,"0.57",1733645666774,Y,toner.cyan
1004,"0.17",1733645666774,Y,toner.yellow
1004,"1733645664629",1733645666774,Y,toner.last-updated
1001,"1",1733645677406,Y,system.protocol-version
1005,Y,1733647047692,Y,ext-device.allow-release-all
1005,"60",1733646962545,Y,ext-device.inactivity-timeout-secs
1005,"",1733646962544,Y,filter.allowed-groups.value
1005,"0.0",1733646962544,Y,cost.pst.a4.color.duplex
1005,N,1733646962544,Y,device-filter.color-copy-groups.active
1005,GLOBAL,1733646962545,Y,ext-device.card-no-regex
1005,N,1733646962545,Y,ext-device.print-as-grayscale-by-default
1005,N,1733646962544,Y,device-filter.login-groups.active
1005,"0.0",1733646962544,Y,default-grayscale-cost
1005,Y,1733646970031,Y,site-offline-start-allowed
1005,N,1733647047701,Y,ext-device.self-association-with-card-enabled
1005,"0.0",1733646962544,Y,cost.pst.a4.color.simplex
1005,N,1733646962544,Y,filter.allowed-groups.active
1005,N,1733646962544,Y,filter.convert-to-grayscale.active
1005,N,1733646962544,Y,override-no-popup-charge-personal
1005,GLOBAL,1733646962545,Y,ext-device.card-no-converter
1005,N,1733646962544,Y,filter.document-size.active
1005,N,1733646962544,Y,override-user-level-settings
1005,N,1733646962544,Y,filter.duplicate-doc.active
1005,"0.0",1733646962544,Y,cost.pst.a4.grayscale.simplex
1005,N,1733646962544,Y,redirect.target-overrides-settings
1005,N,1733646962544,Y,filter.maxcopies.active
1005,N,1733646962544,Y,filter.colormode.active
1005,Y,1733646962544,Y,cost.pst.a3.enabled
1005,N,1733647047702,Y,snmpv3.enabled
1005,,1733646962545,N,server.remote-address
1005,N,1733646962544,Y,filter.maxcost.active
1005,"0.0",1733646962544,Y,cost.pst.default.color.simplex
1005,"0.0",1733646962544,Y,cost.pst.a3.grayscale.simplex
1005,"0.0",1733646962544,Y,cost.pst.a3.color.simplex
1005,Y,1733646962544,Y,cost.pst.default.enabled
1005,N,1733646962544,Y,filter.docnames.active
1005,"",1733646962544,Y,redirect.compatible-queues
1005,N,1733646962545,Y,ext-device.print-as-duplex-by-default
1005,"0.0",1733646962544,Y,cost.pst.a3.color.duplex
1005,"0.0",1733646962544,Y,cost.pst.a4.grayscale.duplex
1005,"0.0",1733646962544,Y,cost.pst.default.grayscale.simplex
1005,GLOBAL,1733646962545,Y,ext-device.card-self-association.use-secondary-card-number
1005,N,1733646962544,Y,filter.pages.active
1005,N,1733646962544,Y,filter.convert-to-duplex.active
1005,"0.0",1733646962544,Y,cost.pst.a3.grayscale.duplex
1005,"0.0",1733646962544,Y,cost.pst.default.grayscale.duplex
1005,N,1733646962544,Y,filter.papersize.active
1005,N,1733646962544,Y,override-no-popup-charge-shared
1005,Y,1733646962544,Y,cost.pst.a4.enabled
1005,.*,1733646962545,Y,ext-device.self-association-allowed-card-regex
1005,"0.0",1733646962544,Y,cost.pst.default.color.duplex
1005,N,1733646962544,Y,filter.allowed-color-groups.active
1005,"",1733646962544,Y,filter.allowed-color-groups.value
1005,Y,1733646962544,Y,filter.restricted-only
1005,N,1733646962544,Y,filter.duplexmode.active
1005,"192.168.2.251",1733647047688,Y,ext-device.hostname
1005,N,1733646962591,Y,ext-device.staged-device.staged
1005,"0.07",1733646964851,Y,toner.magenta
1005,"0.22",1733646964851,Y,toner.black
1005,"0.57",1733646964851,Y,toner.cyan
1005,"0.17",1733646964851,Y,toner.yellow
1005,"1733646962722",1733646964851,Y,toner.last-updated
1005,admin,1733647047688,Y,ext-device.admin.username
1005,"1234567812345678",1733646962597,Y,ext-device.admin.password
1005,Y,1733646972112,Y,ext-device.sindoh.email.personalized-sender
1005,DEFAULT,1733646972114,Y,ext-device.sindoh.timeout.session.mins
1005,logo.png,1733646972174,Y,ext-device.sindoh.browser.custom-logo-filename
1005,Y,1733646972169,Y,ext-device.sindoh.scan.additional-pages.checkbox.checked
1005,DEFAULT,1733646972174,Y,ext-device.sindoh.delete-job-on-insufficient-credit
1005,DEFAULT,1733646972159,Y,ext-device.sindoh.delete-session.batch-size
1005,DEFAULT,1733646972117,Y,ext-device.sindoh.password-button.label
1005,DEFAULT,1733646972160,Y,ext-device.sindoh.allow-third-party-pullprint-apps
1005,"30",1733646972121,Y,ext-device.sindoh.timeout.scan-prompt-send.secs
1005,DEFAULT,1733646972115,Y,ext-device.sindoh.app-button.title
1005,DEFAULT,1733646972161,Y,ext-device.sindoh.allow-third-party-scan-apps
1005,DEFAULT,1733646972158,Y,ext-device.sindoh.device-type-a4
1005,DEFAULT,1733646972166,Y,ext-device.sindoh.browser.header-color
1005,DEFAULT,1733646972121,Y,ext-device.sindoh.limit-device-function.zero-balance
1005,Y,1733646972102,Y,ext-device.integration.enabled
1005,DEFAULT,1733646972112,Y,ext-device.sindoh.login.prioritise-card
1005,"50003",1733646972105,Y,ext-device.sindoh.openapi.sslport
1005,DEFAULT,1733646972156,Y,ext-device.sindoh.elastic-balance
1005,Y,1733646972110,Y,ext-device.sindoh.login.show-account-code
1005,DEFAULT,1733646972116,Y,ext-device.sindoh.app-release.title
1005,Y,1733646972167,Y,ext-device.sindoh.browser.show-logout-button
1005,"60",1733646972108,Y,ext-device.sindoh.period.error
1005,"",1733647049745,Y,ext-device.sindoh.openapi.password
1005,DEFAULT,1733646972163,Y,ext-device.sindoh.accounts.initial-tab
1005,DEFAULT,1733646972117,Y,ext-device.sindoh.login-confirmation-message
1005,N,1733646972167,Y,ext-device.sindoh.browser.show-hostname
1005,Y,1733646972167,Y,ext-device.sindoh.browser.show-back-button
1005,DEFAULT,1733646972159,Y,ext-device.sindoh.auth.public-setting
1005,Y,1733646972110,Y,ext-device.sindoh.login.allow-account-list
1005,DEFAULT,1733646972170,Y,ext-device.sindoh.browser.chromium.popup-keyboard
1005,"300",1733646972107,Y,ext-device.sindoh.period.ping
1005,DEFAULT,1733646972162,Y,ext-device.sindoh.internal-error-handling.enabled
1005,Y,1733646972163,Y,ext-device.sindoh.login.show-release
1005,N,1733646972111,Y,ext-device.sindoh.login.host-based-authentication.enabled
1005,Y,1733646972169,Y,ext-device.sindoh.login.enable-auto-submit
1005,DEFAULT,1733646972158,Y,ext-device.sindoh.card-decode-scheme
1005,"2",1733646972109,Y,ext-device.sindoh.period.url-change-retry
1005,"",1733647049744,Y,ext-device.sindoh.openapi.username
1005,DEFAULT,1733646972164,Y,ext-device.sindoh.release.list-format
1005,DEFAULT,1733646972173,Y,ext-device.sindoh.browser.show-sha1-message
1005,DEFAULT,1733646972104,Y,ext-device.sindoh.message.welcome.line1
1005,"300",1733646972109,Y,ext-device.sindoh.period.fatal
1005,DEFAULT,1733646972104,Y,ext-device.sindoh.message.welcome.line2
1005,N,1733646972114,Y,ext-device.sindoh.skip-setup
1005,DEFAULT,1733646972166,Y,ext-device.sindoh.browser.header-text-color
1005,DEFAULT,1733646972173,Y,ext-device.sindoh.browser.device-function-button.title
1005,N,1733646972112,Y,ext-device.sindoh.restricted.allow-multiple-login
1005,"60",1733646972119,Y,ext-device.sindoh.login.max-session-age-days
1005,DEFAULT,1733646972171,Y,ext-device.sindoh.browser.scanning-merge-pdf
1005,"0",1733646972165,Y,ext-device.sindoh.browser.screen-height
1005,DEFAULT,1733646972102,Y,ext-device.sindoh.force-app-registration
1005,DEFAULT,1733646972107,Y,ext-device.sindoh.appno.auto-registering
1005,DEFAULT,1733646972116,Y,ext-device.sindoh.username-button.label
1005,DEFAULT,1733646972160,Y,ext-device.sindoh.enable.screen-logout-button
1005,DEFAULT,1733646972172,Y,ext-device.sindoh.browser.scanning-merge-tiff
1005,"60",1733646972165,Y,ext-device.sindoh.browser.connection-timeout.secs
1005,DEFAULT,1733646972120,Y,ext-device.sindoh.logs.track-partial-jobs
1005,[a-zA-Z0-9]+,1733646972113,Y,ext-device.sindoh.keyboard-card-decoder-regx
1005,N,1733646972111,Y,ext-device.sindoh.login.show-account-search
1005,N,1733646972103,Y,ext-device.sindoh.logout-before-app-registration
1005,DEFAULT,1733646972172,Y,ext-device.sindoh.browser.suppress-home-screen
1005,DEFAULT,1733646972117,Y,ext-device.sindoh.id-number-button.label
1005,DEFAULT,1733646972114,Y,ext-device.sindoh.display-balance
1005,"29000",1733646972119,Y,ext-device.sindoh.login.max-stored-sessions
1005,"0",1733646972164,Y,ext-device.sindoh.browser.screen-width
1005,N,1733646974692,Y,ext-device.sindoh.avoid-additional-media-info
1005,N,1733647047691,Y,ext-device.show-account-confirmation
1005,N,1733646972115,Y,ext-device.sindoh.compatibility-mode
1005,Y,1733646972168,Y,ext-device.sindoh.scan.prompt.checkbox.checked
1005,N,1733646972111,Y,ext-device.sindoh.login.host-based.enabled
1005,DEFAULT,1733646972114,Y,ext-device.sindoh.timeout.escrow.mins
1005,DEFAULT,1733646972105,Y,ext-device.sindoh.auth.screen.title
1005,N,1733646972109,Y,ext-device.sindoh.login.show-user-list
1005,DEFAULT,1733646972168,Y,ext-device.sindoh.browser.enable-fast-login-flow
1005,DEFAULT,1733646972171,Y,ext-device.sindoh.browser.scanning-compact-pdf
1005,"50001",1733646972105,Y,ext-device.sindoh.openapi.non-sslport
1005,DEFAULT,1733646972112,Y,ext-device.sindoh.locale
1005,Y,1733647029624,Y,ext-device.sindoh.use-high-security-port
1005,DEFAULT,1733646972118,Y,ext-device.sindoh.keep-device-settings
1005,Y,1733646972164,Y,ext-device.sindoh.release.show-cost
1005,DEFAULT,1733646972121,Y,ext-device.sindoh.custom-my-panel
1005,DEFAULT,1733646972119,Y,ext-device.sindoh.login.delete-sessions-on-register
1005,DEFAULT,1733646972168,Y,ext-device.sindoh.guest-access.label
1005,DEFAULT,1733646972166,Y,ext-device.sindoh.browser.header-image-color
1005,DEFAULT,1733646972113,Y,ext-device.sindoh.card-decoder-force-mode
1005,"0",1733646972113,Y,ext-device.sindoh.card-decoder-hid
1005,DEFAULT,1733646972118,Y,ext-device.sindoh.keyboard-adaptive
1005,DEFAULT,1733646972104,Y,ext-device.sindoh.logout-on-network-reader-swipe
1005,DEFAULT,1733646972116,Y,ext-device.sindoh.app-scan.title
1005,DEFAULT,1733646972120,Y,ext-device.sindoh.logs.accept-after-logout.mins
1005,Y,1733646972106,Y,ext-device.sindoh.openapi.ssl.enabled
1005,DEFAULT,1733646972160,Y,ext-device.sindoh.user-auth.auto-override
1005,DEFAULT,1733646972162,Y,ext-device.sindoh.internal-error-handling.message
1005,Y,1733646972172,Y,ext-device.sindoh.browser.enabled
1005,DEFAULT,1733646972120,Y,ext-device.sindoh.appno.auto-overwrite
1005,N,1733646972165,Y,ext-device.sindoh.browser.show-status-bar
1005,e88cd3cc555edff83b86ba28edf9a2295c5e43bcfcc90baa4f04e264d2cc56a2,1733647071351,N,ext-device.sindoh.device-config-state
1005,"",1733647047701,Y,ext-device.assoc-printers
1005,,1733647047688,Y,snmpv3.privacy-password
1005,N,1733647047701,Y,ext-device.auth-mode.identity-no
1005,DISABLED,1733647047698,Y,release-station.mode
1005,"0",1733647047701,Y,cost.fax.volume-limit
1005,"0.0",1733647047701,Y,cost.fax.cost-per-page
1005,N,1733647047693,Y,ext-device.integrated-scanning.enabled
1005,N,1733647047699,Y,ext-device.release-all-on-login
1005,"0.0",1733647047701,Y,cost.scan.volume-cost-per-page
1005,ALLOW,1733647047699,Y,ext-device.allow-release-on-error
1005,"0.0",1733647047701,Y,cost.scan.cost-per-page
1005,SECURE,1733647047693,Y,ext-device.release-mode
1005,,1733647047688,Y,snmpv3.auth-password
1005,"",1733647047698,Y,charge-rates
1005,"0.0",1733647047701,Y,cost.fax.volume-cost-per-page
1005,"",1733647047701,Y,ext-device.releases-on
1005,,1733647047688,Y,snmpv3.context-name
1005,test2,1733647047701,Y,ext-device.auth.auto-login-username
1005,,1733647047688,Y,snmpv3.username
1005,Y,1733647047701,Y,ext-device.auth-mode.username-password
1005,N,1733647047701,Y,ext-device.auth-mode.card
1005,DEVICE_DEFAULT_LANGUAGE,1733647047702,Y,ext-device.language-selection.option
1005,"0",1733647047701,Y,cost.scan.volume-limit
1005,N,1733647047701,Y,ext-device.auth.mask-id-number
1004,PCL6,1733647504254,N,lang.last-seen
1004,"1733583600000,2",1733647504254,N,stats.rolling-day.pages
1006,Y,1733648747490,Y,archiving.enabled
1006,"",1733648747489,Y,filter.allowed-groups.value
1006,"0.0",1733648747489,Y,cost.pst.a4.color.duplex
1006,N,1733648747489,Y,device-filter.color-copy-groups.active
1006,N,1733648747489,Y,device-filter.login-groups.active
1006,PRINT_NEW_NO_REPLAY,1733648747490,Y,fail.action
1006,N,1733648747490,Y,watermark.enabled
1006,"0.0",1733648747489,Y,default-grayscale-cost
1006,"0.0",1733648747489,Y,cost.pst.a4.color.simplex
1006,N,1733648747489,Y,filter.allowed-groups.active
1006,N,1733648747489,Y,filter.convert-to-grayscale.active
1006,N,1733648747490,Y,override-no-popup-charge-personal
1006,N,1733648747489,Y,filter.document-size.active
1006,N,1733648747490,Y,override-user-level-settings
1006,N,1733648747489,Y,filter.duplicate-doc.active
1006,"0.0",1733648747489,Y,cost.pst.a4.grayscale.simplex
1006,N,1733648747490,Y,redirect.target-overrides-settings
1006,N,1733648747489,Y,filter.maxcopies.active
1006,N,1733648747489,Y,filter.colormode.active
1006,Y,1733648747489,Y,cost.pst.a3.enabled
1006,N,1733648747490,Y,snmpv3.enabled
1006,"",1733648747490,Y,charge-rates
1006,"127.0.0.1",1733649104506,N,server.remote-address
1006,N,1733648747489,Y,filter.maxcost.active
1006,"0.0",1733648747489,Y,cost.pst.default.color.simplex
1006,"0.0",1733648747489,Y,cost.pst.a3.grayscale.simplex
1006,"0.0",1733648747489,Y,cost.pst.a3.color.simplex
1006,DISABLED,1733648747490,Y,release-station.mode
1006,Y,1733648747489,Y,cost.pst.default.enabled
1006,N,1733648747492,Y,script.enabled
1006,N,1733648747489,Y,filter.docnames.active
1006,N,1733648747490,Y,hw-check.enabled
1006,"",1733648747490,Y,redirect.compatible-queues
1006,"0.0",1733648747489,Y,cost.pst.a3.color.duplex
1006,"0.0",1733648747489,Y,cost.pst.a4.grayscale.duplex
1006,"0.0",1733648747489,Y,cost.pst.default.grayscale.simplex
1006,N,1733648747489,Y,filter.pages.active
1006,N,1733648747490,Y,charge-rates.user-must-select
1006,N,1733648747489,Y,filter.convert-to-duplex.active
1006,"0.0",1733648747489,Y,cost.pst.a3.grayscale.duplex
1006,"0.0",1733648747489,Y,cost.pst.default.grayscale.duplex
1006,N,1733648747489,Y,filter.papersize.active
1006,N,1733648747490,Y,override-no-popup-charge-shared
1006,Y,1733648747489,Y,cost.pst.a4.enabled
1006,N,1733648747490,Y,unauthenticated
1006,"0.0",1733648747489,Y,cost.pst.default.color.duplex
1006,N,1733648747489,Y,filter.allowed-color-groups.active
1006,"",1733648747489,Y,filter.allowed-color-groups.value
1006,Y,1733648747489,Y,filter.restricted-only
1006,N,1733648747489,Y,filter.duplexmode.active
1006,"15",1733648747515,N,server.env-version
1006,WIN,1733648747515,N,server.spooler-type
1006,PCL6,1733649104506,N,lang.last-seen
1006,"1733583600000,2",1733649104506,N,stats.rolling-day.pages
1007,Y,1733649711359,Y,archiving.enabled
1007,"",1733649711359,Y,filter.allowed-groups.value
1007,"0.0",1733649711359,Y,cost.pst.a4.color.duplex
1007,N,1733649711359,Y,device-filter.color-copy-groups.active
1007,N,1733649711359,Y,device-filter.login-groups.active
1007,PRINT_NEW_NO_REPLAY,1733649711359,Y,fail.action
1007,N,1733649711359,Y,watermark.enabled
1007,"0.0",1733649711359,Y,default-grayscale-cost
1007,"0.0",1733649711359,Y,cost.pst.a4.color.simplex
1007,N,1733649711359,Y,filter.allowed-groups.active
1007,N,1733649711359,Y,filter.convert-to-grayscale.active
1007,N,1733649711359,Y,override-no-popup-charge-personal
1007,N,1733649711359,Y,filter.document-size.active
1007,N,1733649711359,Y,override-user-level-settings
1007,N,1733649711359,Y,filter.duplicate-doc.active
1007,"0.0",1733649711359,Y,cost.pst.a4.grayscale.simplex
1007,N,1733649711359,Y,redirect.target-overrides-settings
1007,N,1733649711359,Y,filter.maxcopies.active
1007,N,1733649711359,Y,filter.colormode.active
1007,Y,1733649711359,Y,cost.pst.a3.enabled
1007,N,1733649711359,Y,snmpv3.enabled
1007,"",1733649711359,Y,charge-rates
3003,Y,1735815139550,Y,ext-device.allow-release-all
1007,N,1733649711359,Y,filter.maxcost.active
1007,"0.0",1733649711359,Y,cost.pst.default.color.simplex
1007,"0.0",1733649711359,Y,cost.pst.a3.grayscale.simplex
1007,"0.0",1733649711359,Y,cost.pst.a3.color.simplex
1007,DISABLED,1733649711359,Y,release-station.mode
1007,Y,1733649711359,Y,cost.pst.default.enabled
1007,N,1733649711359,Y,script.enabled
1007,N,1733649711359,Y,filter.docnames.active
1007,N,1733649711359,Y,hw-check.enabled
1007,"",1733649711359,Y,redirect.compatible-queues
1007,"0.0",1733649711359,Y,cost.pst.a3.color.duplex
1007,"0.0",1733649711359,Y,cost.pst.a4.grayscale.duplex
1007,"0.0",1733649711359,Y,cost.pst.default.grayscale.simplex
1007,N,1733649711359,Y,filter.pages.active
1007,N,1733649711359,Y,charge-rates.user-must-select
1007,N,1733649711359,Y,filter.convert-to-duplex.active
1007,"0.0",1733649711359,Y,cost.pst.a3.grayscale.duplex
1007,"0.0",1733649711359,Y,cost.pst.default.grayscale.duplex
1007,N,1733649711359,Y,filter.papersize.active
1007,N,1733649711359,Y,override-no-popup-charge-shared
1007,Y,1733649711359,Y,cost.pst.a4.enabled
1007,N,1733649711359,Y,unauthenticated
1007,"0.0",1733649711359,Y,cost.pst.default.color.duplex
1007,N,1733649711359,Y,filter.allowed-color-groups.active
1007,"",1733649711359,Y,filter.allowed-color-groups.value
1007,Y,1733649711359,Y,filter.restricted-only
1007,N,1733649711359,Y,filter.duplexmode.active
1007,"15",1733649711363,N,server.env-version
1007,WIN,1733649711363,N,server.spooler-type
3003,"60",1735815139549,Y,ext-device.inactivity-timeout-secs
1005,"1733583600000,4",1733657005573,N,stats.rolling-day.pages
1003,"1733653292238",1733652982242,Y,status.error-valid-until
1003,"1733652982238",1733652982242,Y,status.last-changed
1003,OK,1733652982242,Y,status
1003,N,1733652982242,Y,status.notif-sent
1003,PCL6,1736320771778,N,lang.last-seen
1007,"127.0.0.1",1735016878164,N,server.remote-address
1007,PCL6,1735016878164,N,lang.last-seen
1007,"1734966000000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5",1735016878164,N,stats.rolling-day.pages
2002,Y,1733742936489,Y,ext-device.allow-release-all
2002,"60",1733742848162,Y,ext-device.inactivity-timeout-secs
2002,"",1733742848127,Y,filter.allowed-groups.value
2002,"0.0",1733742848109,Y,cost.pst.a4.color.duplex
2002,N,1733742848128,Y,device-filter.color-copy-groups.active
2002,GLOBAL,1733742848162,Y,ext-device.card-no-regex
2002,N,1733742848162,Y,ext-device.print-as-grayscale-by-default
2002,N,1733742848128,Y,device-filter.login-groups.active
2002,"0.0",1733742848109,Y,default-grayscale-cost
2002,N,1733742936499,Y,ext-device.self-association-with-card-enabled
2002,"0.0",1733742848109,Y,cost.pst.a4.color.simplex
2002,N,1733742848127,Y,filter.allowed-groups.active
